gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
024226,FRUEHAUF TRAILER CORP,FTCFQ,3715,P,01,LU,76678,29036,6/28/1991,10/7/1996
024230,FUTURE NOW INC,FNOW,5045,P,01,LU,76723,11006,6/28/1991,8/31/1995
024232,HANCOCK WHITNEY CORP,HWC,6020,P,01,LU,76684,10954,6/4/1991,E
024233,STATE AUTO FINANCIAL CORP,STFC,6331,P,01,LU,76722,11001,6/28/1991,3/31/2022
024234,LEGACY IMBDS INC,IMBIQ,5961,P,01,LC,77007,11005,6/28/1991,E
024245,BERTUCCIS INC,BERT,5812,P,01,LU,76718,11002,7/31/1991,7/31/1998
024246,CENTRAL INDIANA BANCORP,KOKO,6035,P,01,LU,76728,11007,7/1/1991,1/31/1995
024249,TELADOC HEALTH INC,TDOC,8090,P,01,LC,15585,55379,7/1/2015,E
024275,FF BANCORP INC,FFSB,6035,P,01,LU,76729,11008,7/2/1991,7/3/1995
024276,ASPEN BANCSHARES INC,ASBK,6020,P,01,LU,76730,11010,7/3/1991,5/30/1997
024277,PROFOUND MEDICAL CORP,PROF,3845,P,01,LC,19018,56918,10/29/2019,E
024278,NORTHERN STATES FINANCIAL CP,NSFC,6020,P,01,LU,76960,11009,7/3/1991,10/31/2018
024279,ANCHOR FINANCIAL CORP/SC,AFSC,6020,C,01,LU,10902,8779,1/29/1993,6/30/2000
024281,TTC TECHNOLOGY CORP,TCLIF,3823,P,01,LC,86535,16348,12/16/1998,5/28/2003
024282,FISHER-PRICE INC,FPP.,3944,P,01,LU,76766,29061,7/1/1991,12/31/1993
024283,BIG HEART PET BRANDS,0161A,2040,P,01,LC,86590,34987,2/5/1999,3/8/2011
024284,REVELL-MONOGRAM INC,RVL.1,3944,P,01,LU,76836,3834,7/11/1991,12/30/1994
024285,SIERRAWEST BANCORP,SWBS,6020,P,01,LU,76756,11014,7/10/1991,7/30/1999
024287,AMBAC FINANCIAL GROUP INC,AMBC,6351,P,01,LC,76757,29052,7/11/1991,11/8/2010
024287,AMBAC FINANCIAL GROUP INC,AMBC,6351,P,08,LC,13919,29052,5/1/2013,E
024289,OMEGA ENVIRONMENTAL INC,GRPS,1700,C,01,LC,76967,11015,7/31/1991,9/3/1997
024290,AMERICAN BIODYNE INC,ABDN,8093,P,01,LU,76731,11017,7/12/1991,12/31/1992
024291,DINE BRANDS GLOBAL INC,DIN,6794,P,01,LU,76732,11018,7/31/1991,E
024291,DINE BRANDS GLOBAL INC,DIN,6794,C,00X,LU,76732,11018,7/12/1991,7/30/1991
024292,PACIFIC NORTHWEST BANCORP,PNWB,6020,P,01,LU,76733,11020,7/12/1991,10/31/2003
024293,KAISER ALUMINUM CORP,KALU,3350,P,03,LC,91403,23285,7/7/2006,E
024293,KAISER ALUMINUM CORP,KALU,3350,P,01,LC,76758,23285,7/11/1991,4/2/2002
024294,PUB STRG PPTYS XIV  -SER A,PSP.2,6798,P,01,LU,76767,29062,7/8/1991,4/30/1997
024295,SOFTWARE SPECTRUM INC,SSPE.,5045,P,01,LU,76734,11019,7/12/1991,6/28/2002
024302,ALKERMES PLC,ALKS,2834,P,01,LC,76736,11023,7/16/1991,E
024303,MARVEL ENTERTAINMENT GROUP,MRV.1,2750,P,01,LU,76759,29054,7/16/1991,4/27/1998
024304,ROCHESTER MEDICAL CORP,ROCM,3841,P,01,LU,76980,11025,7/16/1991,11/29/2013
024305,AMERN ADJ RT TRM TR INC 1997,CDJ,6726,P,01,LU,76761,29056,7/17/1991,8/31/1995
024306,MICRONICS COMPUTERS INC,MCRN.1,3672,P,01,LU,76737,11027,7/17/1991,7/31/1998
024307,SUN TV & APPLIANCES INC,SNTV,5731,P,01,LU,76738,11028,7/17/1991,10/21/1998
024310,SAFE AND GRN DEVELOPMNT CORP,SGD,6552,P,01,LC,24172,59642,9/28/2023,E
024311,INDUSTRIAL TECHNOLOGIES INC,INTE.2,3823,C,01,LU,76871,11031,7/18/1991,10/1/1997
024312,LITTLE SWITZERLAND INC,3LSVI,5944,P,01,LU,76739,11035,7/18/1991,12/22/1999
024313,NAB ASSET CORP,NABC.1,6162,P,01,LU,76802,11030,7/26/1991,11/5/1999
024314,OHIO RESOURCES CORP,OHIFE,1311,P,01,LC,76965,11032,7/18/1991,4/7/1993
024315,TCSI CORP,3TCSI,7372,P,01,LU,76740,11033,7/18/1991,1/9/2003
024316,MONSTER BEVERAGE CORP,MNST,2086,C,01,LC,88031,7902,11/8/1990,E
024317,AMERICAN MEDIA INC  -CL A,ENQ.1,2721,P,01,LU,76762,29057,7/19/1991,5/28/1999
024318,XL GROUP LTD,XL.1,6351,P,01,LC,86314,34859,8/18/1998,9/28/2018
024318,XL GROUP LTD,XL.1,6351,P,01,LC,76763,29058,7/19/1991,8/7/1998
024319,MERIS LABORATORIES INC,MERSQ,8071,C,01,LU,76741,11036,7/19/1991,1/20/1997
024320,AVITAR INC  -OLD,3AVIT.,3842,P,01,LC,76886,11038,7/22/1991,10/29/1992
024324,RELIFE INC  -CL A,RELF,8060,P,01,LC,76742,11040,7/23/1991,12/29/1994
024325,SPORTS MEDIA INC,SPTS.,2741,C,01,LU,76994,11039,7/23/1991,8/30/1996
024326,ROYAL OAK MINES INC,ROAKF,1040,C,01,LU,76809,29609,7/25/1991,2/16/1999
024328,ADVANCED FINANCIAL,3AVFI.,6162,C,02,LU,77665,11563,7/31/1992,12/6/1996
024330,SERITAGE GROWTH PROPERTIES,SRG,6512,P,01,LC,15584,55333,7/6/2015,E
024331,QUALITY DINO ENTERTNMT LTD,RCOQF,3652,P,01,LU,76976,11048,7/26/1991,3/31/1998
024334,CATHERINES STORES CORP,CATH.1,5621,P,01,LU,76747,11044,7/25/1991,1/31/2000
024335,GMIS INC,GMIS,7372,P,01,LU,76749,11046,7/25/1991,12/31/1996
024336,KOLL MANAGEMENT SERVICES INC,KOLL,6531,P,01,LU,76748,11045,7/25/1991,11/30/1994
024338,THERMOTREX CORP,TKN.1,8731,P,01,LU,76768,29063,7/24/1991,8/31/2000
024344,VERTEX PHARMACEUTICALS INC,VRTX,2834,P,01,LU,76744,11042,7/24/1991,E
024345,POWERHOUSE TECHNOLOGIES INC,PWRH,7990,P,01,LU,76746,11043,7/24/1991,6/30/1999
024346,HOME SOLUTIONS AMERICA INC,HSOA,7340,P,01,LC,89767,44127,6/12/2003,1/4/2008
024350,MONRO INC,MNRO,7500,P,01,LU,76750,11052,7/30/1991,E
024351,LINDBLAD EXPEDITIONS HLDGS,LIND,4700,P,01,LC,14045,54407,7/9/2015,E
024352,PROGRESS SOFTWARE CORP,PRGS,7372,P,01,LU,76752,11050,7/30/1991,E
024353,DIANON SYSTEMS INC,DIAN,8071,P,01,LU,76755,11055,7/31/1991,1/31/2003
024354,GENETIC THERAPY INC,GTII.,2836,P,01,LU,76753,11054,7/31/1991,8/31/1995
024356,SMART & FINAL INC,SMF.1,5411,P,01,LU,76764,29059,7/31/1991,5/31/2007
024357,BAY NETWORKS INC,BAY.3,3576,P,01,LU,76754,11053,7/31/1991,8/31/1998
024359,CELLULAR COMMUNICATIONS INTL,CCIL,4812,P,01,LU,76899,11059,8/12/1991,3/31/1999
024360,LIFEMARK CORP,LMRK.1,6324,P,01,LU,76772,11057,8/1/1991,2/28/2001
024361,PTV INC,PTVI,4813,P,01,LC,76799,11058,8/12/1991,3/26/2002
024363,BUCYRUS INTERNATIONAL INC,BUCY,3532,C,01,LC,90277,13691,7/23/2004,7/29/2011
024363,BUCYRUS INTERNATIONAL INC,BUCY,3532,C,01,LC,81543,13691,4/25/1995,9/26/1997
024366,SCIGENICS INC,SCGN,2836,P,01,LU,76849,10944,9/24/1991,12/29/1995
024367,FONIC INC,FONFE,3651,C,01,LU,76921,11062,8/2/1991,1/14/1994
024368,RETAIL HOLDINGS NV,RHDGF,5700,P,01,LC,76803,29066,8/2/1991,5/3/2000
024369,SOMATOGEN INC,SMTG.,2836,P,01,LU,76773,11061,8/2/1991,5/29/1998
024370,CAMECO CORP,CCJ,1090,P,01,LU,83188,29634,3/14/1996,E
024371,GEOGRAPHICS INC,GGIT,2750,P,01,LU,83268,14416,3/8/1996,12/23/1997
024374,WHEATON RIVER MINERALS LTD,WHT.2,1040,P,01,LC,89640,43806,12/11/2002,4/15/2005
024375,AG SERVICES OF AMERICA,ASV.2,5190,P,01,LU,76774,11063,8/6/1991,1/30/2004
024376,SAFESTITCH MEDICAL INC-OLD,SFES.1,3841,P,01,LC,76908,11064,8/6/1991,5/11/2003
024377,CIRCLE FINANCIAL CORP,CRCL.1,6036,P,01,LU,76775,11065,8/6/1991,10/11/1996
024378,MEDIWARE INFORMATION SYSTEMS,MEDW,7373,P,01,LU,76945,11066,8/6/1991,11/30/2012
024379,MGIC INVESTMENT CORP/WI,MTG,6351,P,01,LU,76804,29067,8/7/1991,E
024381,OXFORD HEALTH PLANS INC,OHP,6324,P,01,LU,76779,11070,8/7/1991,7/30/2004
024382,ROYAL APPLIANCE MFG CO,RAM.1,3630,P,01,LU,76780,11068,8/7/1991,4/30/2003
024383,SANBORN INC,SBRNQ,3569,P,01,LU,76983,11073,8/7/1991,8/31/1994
024384,SPECIAL DEVICES INC,0572B,3714,P,01,LU,76781,11072,8/7/1991,12/31/1998
024385,SYSTEMIX INC,STMX,8731,P,01,LU,76782,11067,8/7/1991,2/28/1997
024386,BIOMATRIX INC,BXM,2836,P,01,LU,76776,11069,8/7/1991,12/29/2000
024387,CAPITAL BANCORPORATION INC,CABK.,6020,P,01,LU,76783,11075,8/8/1991,12/29/1995
024388,INTERGROUP HEALTHCARE CORP,IGHC,6324,P,01,LU,76784,11077,8/8/1991,11/30/1994
024389,PHARMCHEM INC,PCHM,8071,P,01,LU,76785,11074,8/8/1991,12/12/2003
024390,ROGERS WIRELESS COMMU  -CL B,RCN.,4812,P,01,LU,76975,11076,4/30/1998,1/31/2005
024392,UNITED REALTY GROUP  -LP,3URLPZ,6512,C,01,LC,77013,10926,5/8/1991,6/22/1994
024393,MUTUAL RISK MANAGEMENT LTD,MLRM,6331,P,01,LU,76677,29035,6/25/1991,4/1/2002
024394,CANDYS TORTILLA FACTORY INC,CNDY,2090,P,01,LU,76902,11079,8/9/1991,8/31/1994
024395,WORLD ACCESS INC,WAXS,4813,C,01,LU,76977,11081,8/12/1991,4/23/2001
024396,TIVITY HEALTH INC,TVTY,8090,P,01,LC,76788,11083,8/13/1991,6/30/2022
024397,COMMUNITY FIRST BANKSHARES,CFBX,6020,P,01,LC,76789,11087,8/13/1991,10/29/2004
024398,LIUSKI INTERNATIONAL INC,LSKI,5045,C,01,LU,76790,11084,8/13/1991,1/13/1999
024399,SHEFFIELD INDUSTRIES INC,HOSEE,2250,P,01,LU,76926,11085,8/13/1991,1/29/1993
024400,APS HOLDING CORP  -CL A,APSI.,5013,C,01,LU,79567,12431,9/24/1993,3/31/1998
024401,TECHNOPRISES LTD,TNOLF,3690,P,01,LU,78743,11016,2/26/1993,8/1/2003
024401,TECHNOPRISES LTD,TNOLF,3690,C,00X,LU,78743,11016,8/6/1991,2/25/1993
024402,FISCHER IMAGING CORP,FIMG,3844,P,01,LU,76793,11093,8/15/1991,7/3/2003
024403,PHOENIX RESOURCE TECH INC,PRTI,9995,C,01,LU,77319,11325,2/28/1992,4/24/1996
024403,PHOENIX RESOURCE TECH INC,PRTI,9995,C,00X,LU,77319,11325,2/3/1992,2/27/1992
024404,INTL TESTING SERVICES INC,ETNLQ,8734,C,01,LU,76935,11094,8/30/1991,11/25/1994
024404,INTL TESTING SERVICES INC,ETNLQ,8734,C,00X,LU,76935,11094,8/15/1991,8/29/1991
024405,ZEBRA TECHNOLOGIES CP  -CL A,ZBRA,3577,P,01,LU,76795,11092,8/15/1991,E
024407,LASER-PACIFIC MEDIA CORP,LPAC,7819,P,01,LU,76791,11090,8/14/1991,10/31/2003
024408,EMERALD CAPITAL HOLDINGS INC,3407B,6411,C,01,LU,76942,11091,8/14/1991,5/8/1996
024409,SYBASE INC,SY.3,7372,P,01,LC,76792,11088,8/14/1991,7/29/2010
024412,ESPRIT ENERGY TRUST,EEEUF,1311,C,01,LC,85937,34713,4/7/1998,9/19/2002
024414,COOPERATIVE BANKSHARES INC,COOPQ,6020,C,01,LC,76904,11095,8/20/1991,6/19/2009
024415,BMC STOCK HOLDINGS INC,BMCH,5211,P,01,LC,76796,11096,8/22/1991,10/28/2008
024415,BMC STOCK HOLDINGS INC,BMCH,5211,P,02,LC,14106,54515,12/2/2015,1/29/2021
024417,BUCKEYE COMMUNICATIONS INC,3BKCIE,5130,C,01,LU,80308,12905,3/9/1994,5/24/1995
024419,VANS INC,VANS,3021,P,01,LU,76797,11097,8/23/1991,7/30/2004
024421,BOXLIGHT CORP,BOXL,3861,P,01,LC,17107,56151,11/30/2017,E
024422,AQUA METALS INC,AQMS,4953,P,01,LC,15493,55345,7/31/2015,E
024424,REDBALL ACQUISITI CORP,RBAC,9995,P,04,LC,19936,57221,10/5/2020,8/31/2022
024426,XPENG INC,XPEV,3711,P,90,LC,19615,57216,8/27/2020,E
024427,SISKON GOLD CORP  -CL A,SISK,1040,P,01,LU,76986,11098,8/26/1991,4/17/1997
024428,ADDVANTAGE TECHNOLOGIES GP,AEYGQ,5065,C,01,LU,76869,11029,8/27/1991,E
024430,EZCORP INC  -CL A,EZPW,5900,P,01,LU,76798,11099,8/27/1991,E
024432,SYNERGY BRANDS INC,SYBRQ,5140,C,01,LC,79500,12361,8/13/1993,10/1/2008
024436,THQ INC,THQIQ,7372,P,01,LC,76999,11056,8/1/1991,E
024437,BLUE BUFFALO PET PRODUCTS,BUFF.,2040,P,01,LC,15494,55346,7/22/2015,4/30/2018
024438,IMAGYN MEDICAL TECHNOLOGIES,IMTI10,3841,P,01,LU,76915,11102,8/30/1991,12/4/1998
024440,PROASSURANCE CORP,PRA,6331,P,01,LU,76838,11103,9/4/1991,E
024441,CLASSICA GROUP INC,TCGI,3550,P,01,LC,76995,11105,9/4/1991,10/22/2003
024442,SITE HOLDINGS INC,3SEHGE,7310,C,01,LU,76987,11104,9/4/1991,12/6/1995
024443,PUB STRG PPTYS XVIII  -SER A,PSW.1,6798,P,01,LU,76821,29081,9/3/1991,6/30/1997
024447,BOK FINANCIAL CORP,BOKF,6020,P,02,LU,76892,11106,9/5/1991,E
024448,MARINE HARVEST INTL INC,MHI.3,0200,P,01,LU,76835,29093,9/5/1991,11/30/1994
024449,ENPATH MEDICAL INC,NPTH.2,3841,P,01,LU,76943,11107,9/6/1991,6/29/2007
024451,AMERIRESOURCE TECHNLGIES INC,ARIOQ,8700,C,01,LU,77853,11671,8/31/1992,8/3/1994
024451,AMERIRESOURCE TECHNLGIES INC,ARIOQ,8700,C,00X,LU,77853,11671,8/14/1992,8/30/1992
024452,PUB STRG PPTYS VI  -SER A,PSF.2,6798,P,01,LU,76822,29082,9/9/1991,3/31/1995
024453,PUB STRG PPTYS VII  -SER A,PSH.1,6798,P,01,LU,76824,29083,9/9/1991,7/31/1995
024454,MEDEVA PLC,MDV.1,2834,P,90,LC,76832,29090,9/30/1991,1/25/2000
024458,SEASPINE HOLDINGS CORP,SPNE,3842,P,01,LC,15407,55295,7/2/2015,1/31/2023
024462,TRINITY CAPITAL ENTERPRISE,TICO,6799,P,01,LU,76996,11109,9/12/1991,9/30/1993
024463,NATIONAL BEVERAGE CORP,FIZZ,2086,P,01,LU,76839,11111,9/16/1991,E
024464,TREADCO INC,TRED,5010,P,01,LU,76840,11110,9/13/1991,6/30/1999
024466,IBERIABANK CORP,IBKC,6020,P,01,LU,81564,13657,4/7/1995,7/31/2020
024468,BIOGEN INC,BIIB,2836,P,01,LC,76841,11112,9/17/1991,E
024469,MONEY STORE INC,MON.3,6162,P,01,LU,76829,29088,9/20/1991,6/30/1998
024470,PS BUSINESS PARK INC  -SER A,PSB.1,6798,P,01,LU,76825,29084,9/16/1991,3/26/1996
024471,PUB STRG PPTYS XVI  -SER A,PSU.1,6798,P,01,LU,76826,29085,9/16/1991,6/30/1997
024472,PUB STRG PPTYS XX,PSZ,6798,P,01,LU,76827,29086,9/16/1991,5/29/1998
024473,SEPRACOR INC,SEPR,2834,P,01,LU,76845,11117,9/20/1991,10/30/2009
024474,TECHNOLOGY SOLUTIONS CO,TSCC,7370,C,01,LC,76846,11116,9/20/1991,5/1/2009
024475,ISIGN SOLUTIONS INC,ISGN,7372,C,01,LC,83742,14783,7/1/1996,3/13/2003
024475,ISIGN SOLUTIONS INC,ISGN,7372,C,01,LC,76901,11114,9/19/1991,7/21/1994
024476,NUVEEN MUNI OPPORTUNITY FD,NIO.1,6726,P,01,LU,76818,29078,9/19/1991,5/31/2016
024479,FORMOSA RESOURCES CORP,3FSACF,1000,P,01,LU,76922,11113,9/18/1991,11/30/1993
024481,MADISON SQUARE GARDEN SPORTS,MSGS,7900,P,01,LC,15649,55402,10/1/2015,E
024482,GLOBAL PARTNER ACQUISITION,GPAC.1,9995,P,02,LC,15639,55358,8/13/2015,2/4/2018
024483,BON-TON STORES INC,BONTQ,5311,C,01,LC,76847,11123,9/24/1991,11/8/2017
024484,CPX CORP,3CPXX,9995,C,01,LU,76848,11121,9/30/1991,10/23/1998
024484,CPX CORP,3CPXX,9995,C,00X,LU,76848,11121,9/24/1991,9/29/1991
024485,OCEAN OPTIQUE DISTRIBUTORS,OPTQ,5040,C,01,LC,76968,11122,9/24/1991,10/23/1998
024486,BARRA INC,BARZ.,7370,P,01,LC,77204,11131,10/1/1991,6/30/2004
024487,AMERICAN MUN TERM TR INC II,3ANML.,6726,C,01,LU,76816,29076,9/20/1991,4/1/2002
024489,VERTICAL COMMUNICATIONS INC,VRCC,7372,P,01,LU,76842,11119,9/30/1991,11/18/2003
024489,VERTICAL COMMUNICATIONS INC,VRCC,7372,C,00X,LU,76842,11119,9/20/1991,9/29/1991
024490,BLACKROCK MUN TARGET TRM TR,BMN.1,6726,C,01,LU,76820,29080,9/20/1991,12/11/2006
024491,GTSI CORP,GTSI,5045,P,01,LU,76843,11120,9/20/1991,6/29/2012
024492,NAHDREE GROUP LTD,NDRE,2330,C,01,LU,77144,29352,9/30/1991,7/18/1997
024492,NAHDREE GROUP LTD,NDRE,2330,C,00X,LU,77144,29352,9/20/1991,9/29/1991
024493,HOLOPAK TECHNOLOGIES,HOLO.1,2670,P,01,LU,76844,11118,9/20/1991,4/30/1999
024494,INVESCO QUALITY MUNI INVSTMT,IQT,6726,P,01,LC,86478,34961,12/21/1998,5/31/2010
024494,INVESCO QUALITY MUNI INVSTMT,IQT,6726,P,01,LC,76819,29079,9/20/1991,12/18/1998
024494,INVESCO QUALITY MUNI INVSTMT,IQT,6726,P,01,LC,17212,56203,6/1/2010,10/12/2012
024495,INSIGHT HEALTH SERVICES CORP,IHSC,8071,C,01,LC,83765,14817,7/17/1996,10/17/2001
024495,INSIGHT HEALTH SERVICES CORP,IHSC,8071,C,01,LC,76828,29087,9/20/1991,11/26/1993
024496,MINNESOTA MUN TERM TR INC,3MNML,6726,C,01,LU,77145,29354,9/19/1991,4/1/2002
024497,SOLAR THIN FILMS INC,SLTZ,3674,C,01,LU,77203,11191,12/31/1991,2/4/1998
024497,SOLAR THIN FILMS INC,SLTZ,3674,C,00X,LU,77203,11191,12/26/1991,12/30/1991
024498,MEDIVATORS INC,MVAT,3842,P,01,LU,76952,11125,9/25/1991,3/29/1996
024499,MOBLEY ENVIRNMTL SVCS  -CL A,3MBLYA,4953,P,01,LU,76852,11126,9/25/1991,5/22/1996
024500,REDWOOD EMPIRE BANCORP,REBC,6020,P,01,LU,76830,29089,9/26/1991,3/31/2005
024501,RAPID7 INC,RPD,7372,P,01,LC,15541,55370,7/17/2015,E
024503,LANDAMERICA FINANCIAL GP,LFGRQ,6361,P,01,LC,77018,11130,10/15/1991,11/25/2008
024505,TECNOL MEDICAL PRODUCTS INC,TCNL,3842,P,01,LC,77047,11129,10/1/1991,12/18/1997
024506,PULMATRIX INC,PULM,2836,P,01,LC,14551,54793,6/16/2015,E
024507,B U M INTERNATIONAL INC,3BUMME,2300,C,01,LU,77209,11133,10/2/1991,12/13/1995
024508,OOMA INC,OOMA,4813,P,01,LC,15582,55377,7/17/2015,E
024509,MICROPROSE INC,MPRS,7372,P,01,LU,77035,11135,10/3/1991,9/30/1998
024510,PAGING NETWORK INC,PAGE,4812,P,01,LC,77038,11132,10/2/1991,7/14/2000
024511,SUNRISE INTL LEASING CORP,SUNL.1,7377,P,01,LU,77248,11136,10/3/1991,6/30/2000
024513,PUB STRG PPTYS XV  -SER A,PSQ.1,6798,P,01,LU,76833,29091,10/31/1991,4/30/1997
024514,PUB STRG PPTYS XVII  -SER A,PSV.1,6798,P,01,LU,76834,29092,10/31/1991,6/30/1997
024515,VTV THERAPEUTICS INC,VTVT,2836,P,01,LC,15542,55371,7/30/2015,E
024517,WTC INDUSTRIES INC,3WTCO,3580,C,01,LU,77253,11137,10/31/1991,7/13/1994
024517,WTC INDUSTRIES INC,3WTCO,3580,C,00X,LU,77253,11137,10/4/1991,10/30/1991
024522,SHOPKO STORES INC,SKO.1,5331,P,01,LU,77077,29121,10/8/1991,12/30/2005
024523,CHIASMA INC,CHMA,2836,P,01,LC,15497,55348,7/16/2015,8/31/2021
024525,JUPAI HOLDINGS LTD -ADR,JPPYY,6282,P,90,LC,15577,55375,7/16/2015,E
024530,GRAND CASINOS INC,GND,7990,P,01,LU,77028,11140,10/9/1991,1/29/1999
024531,PER-SE TECHNOLOGIES INC,PSTI.,8741,P,01,LC,77032,11139,10/9/1991,1/26/2007
024533,NATIONAL HEALTH INVESTORS,NHI,6798,P,01,LU,77057,29106,10/9/1991,E
024534,AMERIFED FINANCIAL CORP,AFFC,6035,P,01,LU,77019,11141,10/10/1991,1/31/1995
024535,ANERGEN INC,ANRG.1,2836,P,01,LU,77020,11143,10/10/1991,2/26/1999
024536,BENTLEY INTERNATIONAL INC,3BNTL,7320,C,01,LU,77034,11145,10/10/1991,7/17/1996
024537,SALTON INC,SFPI.,3634,P,01,LC,77042,11144,10/10/1991,8/3/2007
024538,STEWART ENTERPRISES  -CL A,STEI,7200,P,01,LU,77045,11142,10/10/1991,12/31/2013
024539,VCA INC,WOOF.1,0700,C,01,LC,89213,42398,11/21/2001,9/11/2017
024539,VCA INC,WOOF.1,0700,C,01,LC,77056,29125,10/10/1991,9/20/2000
024540,ARGENTINA FUND INC,AF.1,6726,P,01,LU,77059,29107,10/11/1991,12/31/2001
024542,BODY DRAMA INC,BDRM,2340,P,01,LU,77023,11147,10/11/1991,9/30/1994
024543,CENTIGRAM COMMUNICATIONS CP,CGRM,3661,P,01,LU,77025,11149,10/11/1991,7/31/2000
024544,WILLIAM LYON HOMES,WLH,1531,P,01,LC,77074,25302,10/11/1991,6/12/2006
024544,WILLIAM LYON HOMES,WLH,1531,P,03,LC,13906,25302,5/16/2013,2/28/2020
024545,FAO INC,FAOOQ,5600,P,01,LU,77040,11146,10/11/1991,12/2/2003
024547,SWS GROUP INC,SWS,6211,P,01,LC,77043,11148,10/11/1991,12/31/2014
024548,U S ROBOTICS CORP,USRX,3661,P,01,LC,77049,11150,10/11/1991,6/12/1997
024551,LB CENTER INC,LBCT,3949,P,01,LU,77206,11155,10/31/1991,9/26/1996
024551,LB CENTER INC,LBCT,3949,C,00X,LU,77206,11155,10/17/1991,10/30/1991
024552,DASEKE INC,DSKE,4213,P,01,LC,15654,55359,2/28/2017,E
024554,NUVEEN MICH QUAL MUN INCM,NUM,6726,P,01,LU,77069,29115,10/17/1991,2/26/2021
024555,NUVEEN OH QUAL MUN INCM FD,NUO,6726,P,01,LU,77071,29117,10/17/1991,4/28/2023
024556,NUVEEN PA QUALITY INC MUN FD,NUP,6726,P,01,LU,77072,29118,10/17/1991,1/9/1995
024557,NUVEEN NJ QUALITY INC MUN FD,NUJ.1,6726,P,01,LU,77070,29116,10/17/1991,1/10/1995
024559,NUVEEN TEX QL MUN INCM FD,NTX,6726,P,01,LU,77073,29119,10/17/1991,3/31/2020
024561,KOO KOO ROO INC,9983B,5812,P,01,LC,77226,11152,10/15/1991,10/31/1998
024589,SAN PAOLO-IMI SPA,IMI.2,6020,P,90,LC,86405,34911,11/11/1998,12/29/2006
024597,TERRAFORM GLOBAL INC,GLBL.2,4991,P,01,LC,15523,55357,7/31/2015,12/29/2017
024598,BIOCARDIA INC,BCDA,2836,P,01,LC,18894,56859,8/2/2019,E
024599,SPYRE THERAPEUTICS INC,SYRE,2836,P,01,LC,16005,55543,4/7/2016,E
024600,JM GLOBAL HOLDING CO,WYIG,9995,P,02,LC,15664,55372,9/14/2015,2/6/2018
024601,CSW INDUSTRIALS INC,CSWI,2800,P,01,LC,15651,55404,10/1/2015,E
024607,MANOR CARE INC,HCR.1,8051,P,01,LC,77063,29110,10/18/1991,12/31/2007
024608,READ-RITE CORP,RDRTQ,3572,P,01,LU,77039,11156,10/18/1991,6/23/2003
024610,WIRELESS TELECOM GROUP INC,WTT,3663,P,01,LU,77235,11157,10/21/1991,8/31/2023
024611,SPX FLOW INC,FLOW.2,3561,P,01,LC,15647,55400,9/28/2015,4/29/2022
024612,AMERICAN BIOMED INC,ABMIQ,3841,C,01,LU,77197,11158,10/22/1991,10/12/1994
024613,LATIN AMERICAN EQUITY FUND,LAQ.Z,6726,P,01,LU,77065,29112,10/22/1991,11/30/2000
024614,BAREFOOT INC,BARE.1,0700,P,01,LU,77022,11159,10/23/1991,2/28/1997
024615,COMMUNITY FINANCIAL HLDG CP,CMFH,6020,P,01,LU,80620,13151,6/17/1994,8/31/1998
024616,PAYPAL HOLDINGS INC,PYPL,7389,P,01,LC,15488,55341,7/20/2015,E
024617,OLD DOMINION FREIGHT,ODFL,4213,P,01,LU,77037,11161,10/24/1991,E
024618,AMERICAN MEDICAL SECURITY GP,AMZ,6324,P,01,LU,77052,11160,10/24/1991,12/31/2004
024619,CENFED FINANCIAL CORP,CENF.1,6035,P,01,LU,77024,11163,10/25/1991,4/30/1998
024620,RYMAN HOSPITALITY PPTYS INC,RHP,6798,P,01,LC,85426,32110,10/8/1997,E
024620,RYMAN HOSPITALITY PPTYS INC,RHP,6798,P,01,LC,77062,29109,10/24/1991,9/30/1997
024621,GOODYS FAMILY CLOTHING INC,GDYS,5651,P,01,LU,77026,11166,10/25/1991,1/31/2006
024622,HYPERION SOFTWARE CORP,HYSW,7372,P,01,LU,77030,11165,10/25/1991,8/31/1998
024623,MITEK SURGICAL PRODUCTS INC,MYTK,3842,P,01,LU,77036,11164,10/25/1991,4/28/1995
024624,MORGAN STAN EMERGING MKTS FD,MSF,6726,P,01,LU,77066,29113,10/25/1991,2/28/2019
024625,TOTALENERGIES SE,TTE,2911,P,90,LU,77078,29122,10/25/1991,E
024629,TBM HOLDING INC,3TBMHE,3537,C,02,LU,77227,11168,10/31/1991,11/26/1996
024629,TBM HOLDING INC,3TBMHE,3537,C,00X,LU,77227,11168,10/28/1991,10/30/1991
024630,ACTION PLC,3STPHF,7373,P,01,LU,78738,29674,10/31/1990,1/19/1993
024630,ACTION PLC,3STPHF,7373,C,00X,LU,78738,29674,10/5/1990,10/30/1990
024634,SPORTS/LEISURE INC,3SPLEE,2330,C,01,LU,77044,11169,10/28/1991,11/9/1994
024635,CHEMGENEX PHARMACEUTICALS,CXSPY,2834,C,91,LC,90723,46848,6/28/2005,7/8/2009
024636,AUTOCAM CORP,ACAM.1,3714,P,01,LU,77021,11170,10/29/1991,2/29/2000
024637,CRAIG (JENNY) INC,3JCGI,7200,P,01,LU,77064,29111,10/29/1991,8/15/2001
024638,TRANSUNION,TRU,7323,P,01,LC,15478,55335,6/25/2015,E
